1	12.033	0.003	2.30259	2.30259	0.12	0.1
101	27.8565	0.003	2.30172	2.3025	0.16	0.05
201	43.5351	0.003	2.30425	2.30298	0.05	0.04
301	56.0163	0.003	2.30196	2.30237	0.13	0.11
401	76.3993	0.003	2.30266	2.3028	0.11	0.13
501	92.2256	0.003	2.30323	2.30274	0.11	0.14
601	107.911	0.003	2.30485	2.30244	0.1	0.1
701	120.39	0.003	2.3031	2.30174	0.05	0.1
801	140.979	0.003	2.29992	2.2998	0.09	0.08
901	156.94	0.003	2.21586	2.17396	0.16	0.12
1001	172.468	0.00255	2.28419	2.13023	0.23	0.22
1101	185.048	0.00255	2.17424	2.00032	0.19	0.18
1201	205.832	0.00255	2.02257	1.95963	0.16	0.14
1301	221.742	0.00255	2.0017	1.9878	0.23	0.24
1401	237.219	0.00255	2.11318	1.86943	0.18	0.25
1501	249.78	0.00255	1.98255	1.91089	0.32	0.27
1601	270.66	0.00255	1.95415	1.83525	0.26	0.28
1701	286.636	0.00255	1.89322	1.79329	0.28	0.35
1801	301.977	0.00255	1.74794	1.78518	0.35	0.24
1901	314.577	0.00255	1.91809	1.74932	0.27	0.4
2001	335.624	0.0021675	1.9455	1.77238	0.23	0.25
2101	351.611	0.0021675	1.98876	1.76386	0.28	0.42
2201	366.811	0.0021675	1.84288	1.74923	0.35	0.28
2301	379.409	0.0021675	1.84883	1.6901	0.3	0.34
2401	400.622	0.0021675	2.02716	1.67031	0.32	0.33
2501	416.681	0.0021675	2.0314	1.71023	0.3	0.35
2601	431.799	0.0021675	1.76307	1.67298	0.28	0.33
2701	444.426	0.0021675	1.78261	1.59755	0.36	0.37
2801	465.778	0.0021675	1.63659	1.55377	0.37	0.39
2901	481.724	0.0021675	1.71689	1.55409	0.32	0.31
3001	496.694	0.00184238	1.64871	1.54368	0.38	0.36
3101	509.321	0.00184238	1.68753	1.45749	0.37	0.39
3201	530.824	0.00184238	1.61247	1.53168	0.41	0.36
3301	546.859	0.00184238	1.68891	1.4453	0.46	0.37
3401	561.665	0.00184238	1.62662	1.38564	0.36	0.42
3501	574.292	0.00184238	1.69407	1.47497	0.43	0.38
3601	595.882	0.00184238	1.5867	1.43219	0.49	0.42
3701	611.829	0.00184238	1.76695	1.39138	0.46	0.39
3801	626.499	0.00184238	1.53653	1.48202	0.47	0.4
3901	639.121	0.00184238	1.4804	1.37155	0.44	0.56
4001	660.855	0.00156602	1.44815	1.36614	0.44	0.36
4101	676.798	0.00156602	1.58372	1.39301	0.48	0.41
4201	691.358	0.00156602	1.46896	1.33329	0.5	0.47
4301	703.978	0.00156602	1.34021	1.26617	0.53	0.5
4401	725.815	0.00156602	1.45018	1.22992	0.47	0.49
4501	741.852	0.00156602	1.36101	1.29494	0.51	0.49
4601	756.272	0.00156602	1.29137	1.38649	0.57	0.49
4701	768.911	0.00156602	1.3321	1.23115	0.51	0.39
4801	790.915	0.00156602	1.30706	1.25932	0.53	0.5
4901	806.936	0.00156602	1.29313	1.21878	0.55	0.61
5001	821.197	0.00133112	1.30008	1.15506	0.46	0.53
5101	833.876	0.00133112	1.28941	1.12788	0.55	0.48
5201	855.998	0.00133112	1.45993	1.20507	0.47	0.47
